1.29E+09,43,1,4,23,22,6.50E+05
3.66E+09,26,1,4,23,17,3.76E+05
3.21E+09,20,2,4,23,17,3.50E+05
7.97E+09,34,2,4,23,19,4.23E+05
3.00E+09,39,2,3,23,22,5.57E+05
4.03E+09,22,1,4,23,17,4.26E+05
5.64E+09,29,2,4,23,22,2.68E+05
1.39E+09,18,1,3,23,16,3.82E+05
3.43E+09,-999,-999,4,23,22,8.67E+05
9.66E+09,24,1,4,23,19,3.59E+05
8.13E+09,28,2,4,23,19,4.41E+05
7.65E+09,42,1,5,23,22,9.34E+05
1.63E+09,21,2,4,22,16,2.91E+05
4.95E+09,53,2,4,23,19,3.93E+05
8.83E+09,38,2,4,23,19,3.53E+05
9.11E+09,21,1,4,23,23,3.77E+05
7.95E+09,18,2,3,22,18,3.87E+05
1.16E+09,19,1,4,23,19,3.13E+05
8.26E+09,-999,-999,-999,23,20,5.25E+05
2.05E+09,43,1,4,23,16,3.44E+05
7.09E+09,26,1,4,23,16,6.61E+05
2.07E+09,26,1,3,22,18,4.25E+05
2.94E+09,45,2,4,23,19,5.52E+05
8.00E+09,20,2,4,23,22,3.59E+05
8.30E+09,20,1,4,23,20,3.77E+05
6.32E+09,24,1,4,22,17,3.24E+05
1.97E+09,20,1,4,23,22,3.63E+05
2.72E+09,-999,-999,-999,23,21,3.06E+05
2.28E+09,24,2,4,23,21,4.00E+05
9.33E+09,32,2,3,23,21,3.99E+05
4.48E+09,29,1,5,23,19,3.43E+05
6.28E+09,16,2,3,23,19,3.36E+05
3.98E+09,43,2,3,23,16,2.68E+05
7.06E+09,31,2,4,23,16,3.40E+05
4.29E+09,58,1,4,23,15,4.80E+05
2.83E+09,49,2,4,23,22,4.27E+05
1.95E+09,18,2,4,23,18,3.14E+05
9.97E+09,24,2,4,23,18,3.55E+05
2.46E+09,24,2,4,23,20,3.31E+05
1.97E+09,21,1,3,23,14,3.98E+05
1.21E+09,33,1,5,23,22,3.35E+05
6.12E+09,29,1,4,23,13,3.75E+05
1.92E+09,24,1,4,23,17,4.24E+05
6.57E+09,38,2,4,23,19,4.50E+05
9.32E+09,56,2,3,23,18,3.40E+05
3.27E+09,41,2,4,23,20,3.49E+05
5.61E+09,19,1,3,23,19,6.41E+05
4.78E+09,23,2,4,23,18,2.62E+05
8.25E+09,35,2,-999,23,21,3.16E+05
8.65E+09,26,1,4,23,12,5.36E+05
2.16E+09,26,2,4,23,20,3.63E+05
2.16E+09,29,2,4,23,20,2.57E+05
5.36E+09,19,2,4,22,18,5.25E+05
6.77E+09,20,2,4,23,18,2.48E+05
5.27E+09,28,1,5,23,15,2.96E+05
8.96E+09,20,2,3,21,21,2.84E+05
2.84E+09,-999,-999,-999,23,19,2.70E+05
9.21E+09,23,2,3,23,18,2.50E+05
8.39E+09,-999,-999,-999,23,21,4.23E+05
3.21E+09,17,2,3,23,17,4.18E+05
8.93E+09,24,1,4,23,20,7.36E+05
3.03E+09,30,2,4,23,21,1.88E+05
4.40E+09,21,1,4,23,17,3.04E+05
6.00E+09,20,1,4,23,20,4.47E+05
2.31E+09,-999,-999,-999,23,15,2.03E+05
3.89E+09,36,1,5,23,22,4.90E+05
1.30E+09,34,2,4,23,21,3.27E+05
2.14E+09,24,2,4,23,21,5.72E+05
6.06E+09,-999,2,4,18,13,3.72E+05
9.85E+09,23,1,4,23,15,4.73E+05
1.27E+09,19,1,3,23,20,3.73E+05
8.99E+09,29,1,4,23,20,3.79E+05
3.63E+09,27,1,4,23,19,3.84E+05
8.09E+09,18,1,3,23,14,4.32E+05
7.00E+09,30,2,3,23,23,4.71E+05
1.05E+09,24,1,4,23,21,2.21E+05
1.26E+09,42,1,5,23,21,6.08E+05
8.23E+09,25,1,4,23,17,2.77E+05
2.52E+09,20,1,4,23,20,3.12E+05
4.47E+09,25,1,3,23,17,3.71E+05
5.30E+09,27,2,4,23,19,3.68E+05
2.30E+09,28,2,4,23,21,2.43E+05
3.92E+09,35,1,4,23,19,3.94E+05
2.88E+09,23,1,4,23,20,4.10E+05
9.43E+09,19,2,3,23,19,5.22E+05
3.45E+09,23,2,4,23,22,4.69E+05
8.51E+09,31,1,3,23,16,4.64E+05
6.91E+09,-999,-999,-999,23,19,2.29E+05
7.74E+09,-999,-999,-999,23,20,4.03E+05
5.58E+09,48,1,4,23,19,6.39E+05
6.45E+09,17,2,3,23,17,2.38E+05
4.61E+09,27,1,4,23,19,2.44E+05
2.27E+09,21,2,4,23,17,2.41E+05
4.61E+09,37,2,3,23,20,4.30E+05
3.35E+09,28,1,5,23,14,3.51E+05
6.89E+09,18,3,3,23,22,4.06E+05
3.24E+09,42,2,4,23,19,3.51E+05
5.06E+09,32,2,5,23,21,2.84E+05
7.85E+09,34,1,4,21,20,6.73E+05
6.50E+09,29,2,4,23,17,5.07E+05
1.47E+09,21,1,4,23,15,2.38E+05
5.27E+09,19,1,3,23,17,2.57E+05
9.26E+09,20,1,3,23,12,5.32E+05
5.20E+09,-999,1,-999,23,18,5.92E+05
2.06E+09,18,2,3,22,20,7.61E+05
4.08E+09,35,2,5,22,18,3.54E+05
4.96E+09,27,2,4,23,16,2.68E+05
6.12E+09,30,1,4,21,18,5.56E+05
1.83E+09,-999,-999,-999,23,22,4.74E+05
2.19E+09,24,1,4,23,20,2.53E+05
7.25E+09,-999,2,4,23,17,3.06E+05
8.13E+09,28,1,4,23,18,3.81E+05
6.96E+09,30,2,4,23,21,4.15E+05
1.29E+09,36,1,4,23,19,3.47E+05
8.92E+09,24,1,4,23,10,1.64E+05
9.79E+09,31,1,4,22,16,4.74E+05
7.31E+09,24,2,4,23,17,4.80E+05
8.83E+09,18,2,3,22,17,3.62E+05
3.55E+09,23,1,4,23,16,3.42E+05
8.95E+09,30,2,3,23,20,4.02E+05
7.56E+09,36,2,4,23,22,3.88E+05
5.91E+09,22,1,4,23,20,3.41E+05
9.40E+09,18,2,3,23,14,2.76E+05
8.49E+09,42,2,5,23,21,4.92E+05
8.07E+09,-999,-999,-999,23,17,4.75E+05
8.86E+09,34,2,4,23,21,2.66E+05
1.64E+09,26,2,3,23,18,3.40E+05
7.10E+09,24,2,3,23,16,3.57E+05
8.36E+09,-999,-999,-999,23,18,2.97E+05
9.97E+09,25,2,4,23,19,2.47E+05
3.14E+09,-999,-999,-999,23,20,2.81E+05
8.30E+09,40,2,4,23,19,5.26E+05
9.70E+09,19,1,4,23,21,4.39E+05
2.55E+09,-999,-999,-999,23,11,4.49E+05
3.01E+09,29,2,4,23,19,2.48E+05
5.12E+09,38,2,3,23,21,4.78E+05
8.59E+09,19,1,3,23,22,2.68E+05
2.02E+09,38,1,4,23,17,2.74E+05
4.74E+09,23,1,4,23,16,9.40E+05
6.92E+09,21,2,3,23,17,3.46E+05
5.74E+09,32,2,4,23,20,2.78E+05
6.00E+09,24,1,4,23,19,5.82E+05
3.19E+09,29,2,4,23,17,4.88E+05
2.00E+09,26,2,4,23,21,3.82E+05
9.93E+09,32,1,4,23,21,4.20E+05
9.42E+09,17,1,3,23,16,5.08E+05
3.76E+09,53,2,3,23,20,3.82E+05
1.78E+09,40,2,4,23,22,5.23E+05
2.24E+09,42,1,4,23,19,3.85E+05
4.65E+09,41,1,3,23,16,4.25E+05
2.64E+09,25,1,4,23,17,3.31E+05
8.88E+09,30,2,3,23,15,4.54E+05
2.83E+09,20,1,4,23,16,3.41E+05
4.79E+09,42,2,3,23,14,4.41E+05
9.69E+09,24,2,4,23,19,3.83E+05
2.29E+09,-999,2,4,23,18,5.35E+05
2.17E+09,31,1,3,23,21,5.29E+05
8.18E+09,19,2,3,23,22,3.21E+05
6.77E+09,36,1,5,23,20,3.65E+05
5.07E+09,46,1,4,23,21,5.58E+05
8.00E+09,26,2,4,23,21,3.53E+05
6.66E+09,20,2,3,23,23,2.91E+05
5.46E+09,39,2,4,23,22,4.98E+05
7.55E+09,36,2,3,23,21,3.84E+05
9.49E+09,23,1,4,23,19,3.18E+05
1.13E+09,33,1,4,23,19,2.48E+05
3.96E+09,17,2,3,23,20,4.73E+05
6.09E+09,27,1,4,23,21,4.04E+05
8.96E+09,18,1,3,23,17,4.47E+05
1.98E+09,34,2,4,21,18,4.82E+05
9.09E+09,23,1,4,23,18,3.26E+05
1.83E+09,27,1,4,23,20,3.30E+05
1.73E+09,24,1,4,23,19,4.82E+05
9.86E+09,60,1,4,23,18,2.83E+05
9.31E+09,21,1,4,23,18,3.72E+05
9.21E+09,23,1,4,23,20,3.41E+05
9.65E+09,18,2,3,23,20,3.82E+05
6.33E+09,26,2,4,23,19,2.96E+05
1.01E+09,-999,-999,-999,23,18,5.81E+05
5.98E+09,20,1,4,23,21,4.63E+05
3.66E+09,36,1,4,23,20,4.05E+05
9.85E+09,32,1,5,23,14,2.31E+05
1.24E+09,31,1,5,22,19,4.40E+05
7.03E+09,25,-999,4,23,21,7.77E+05
3.08E+09,17,1,3,23,18,2.25E+05
5.48E+09,21,1,4,23,20,4.52E+05
4.36E+09,35,1,5,22,20,4.21E+05
5.41E+09,49,1,5,23,18,4.18E+05
3.81E+09,18,2,3,23,15,4.87E+05
3.33E+09,21,1,4,23,19,6.25E+05
8.10E+09,32,1,4,23,16,4.93E+05
9.15E+09,21,1,4,23,13,4.82E+05
4.88E+09,28,1,4,23,18,5.63E+05
1.29E+09,31,2,4,23,19,4.54E+05
1.40E+09,25,1,4,23,19,4.45E+05
3.41E+09,18,1,4,23,19,5.17E+05
8.99E+09,20,1,4,22,21,4.83E+05
2.97E+09,22,1,4,23,17,6.32E+05
